,call_type,location
9280,Medical Incident,"(37.780021494942154, -122.4321144239413)"
9281,Water Rescue,"(37.7915253713789, -122.483480228628)"
9282,Traffic Collision,"(37.764845908025286, -122.50085701501206)"
9283,Medical Incident,"(37.78756802375529, -122.40658988461016)"
9284,Medical Incident,"(37.782137249161906, -122.3978145063337)"
9285,Medical Incident,"(37.784912471413506, -122.40864858896549)"
9286,Medical Incident,"(37.74546768680285, -122.48452837355178)"
9287,Medical Incident,"(37.787381979573674, -122.39647798117049)"
9288,Water Rescue,"(37.80516256556238, -122.43295744051808)"
9289,Traffic Collision,"(37.810520722520614, -122.36513827228869)"
9290,Medical Incident,"(37.77314480117134, -122.391472934142)"
9291,Medical Incident,"(37.783991485761376, -122.4080665478042)"
9292,Medical Incident,"(37.74140046402909, -122.43799183535494)"
9293,Medical Incident,"(37.797298027689145, -122.43384673464273)"
9294,Medical Incident,"(37.731819888971835, -122.40541209173365)"
9295,Alarms,"(37.75885689586086, -122.4029056700951)"
9296,Medical Incident,"(37.720457745745186, -122.43703098791046)"
9297,Medical Incident,"(37.77931170743457, -122.39784956122985)"
9298,Medical Incident,"(37.77772634147124, -122.40960598233559)"
9299,Medical Incident,"(37.785117990471164, -122.41873546099792)"
9300,Medical Incident,"(37.708935217422614, -122.42701349642121)"
9301,Other,"(37.78943368129833, -122.40695698697918)"
9302,Medical Incident,"(37.7832678121935, -122.41407933670048)"
9303,Medical Incident,"(37.75563410924986, -122.41547327609851)"
9304,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9305,Medical Incident,"(37.78305200255851, -122.42001027025522)"
9306,Medical Incident,"(37.7640572301818, -122.4233834634448)"
9307,Medical Incident,"(37.77210825818018, -122.43043392026343)"
9308,Medical Incident,"(37.78305200255851, -122.42001027025522)"
9309,Medical Incident,"(37.7224652192127, -122.43646816421725)"
9310,Medical Incident,"(37.76058279779569, -122.50109964230542)"
9311,Medical Incident,"(37.783310406701474, -122.3883798739193)"
9312,Medical Incident,"(37.77433758236585, -122.50695842371496)"
9313,Medical Incident,"(37.80566744889192, -122.41276637121642)"
9314,Medical Incident,"(37.76654457704424, -122.3950605459503)"
9315,Medical Incident,"(37.76441225323529, -122.47926339025658)"
9316,Structure Fire,"(37.733117547930775, -122.4576410029956)"
9317,Alarms,"(37.776269506616586, -122.41725760506962)"
9318,Structure Fire,"(37.7860598457137, -122.41464359285713)"
9319,Medical Incident,"(37.76972086304567, -122.4179492178342)"
9320,Medical Incident,"(37.78491618436334, -122.41195004222199)"
9321,Outside Fire,"(37.779691013765785, -122.39158881697465)"
9322,Medical Incident,"(37.76058279779569, -122.50109964230542)"
9323,Medical Incident,"(37.79426942256268, -122.4138404471309)"
9324,Medical Incident,"(37.78294352358201, -122.41998844130423)"
9325,Alarms,"(37.75729278101006, -122.39577189706182)"
9326,Medical Incident,"(37.719457343515145, -122.39824280767944)"
9327,Medical Incident,"(37.777743598281795, -122.41816150740789)"
9328,Medical Incident,"(37.7778101517233, -122.43027015444363)"
9329,Medical Incident,"(37.780036110279944, -122.41678952429797)"
9330,Structure Fire,"(37.779666042606245, -122.41371122073035)"
9331,Medical Incident,"(37.76824173430173, -122.41959797465896)"
9332,Medical Incident,"(37.782137249161906, -122.3978145063337)"
9333,Medical Incident,"(37.77953108466273, -122.41354254868111)"
9334,Medical Incident,"(37.733029700948414, -122.43422633930807)"
9335,Medical Incident,"(37.777743598281795, -122.41816150740789)"
9336,Medical Incident,"(37.79677684234324, -122.40068133731393)"
9337,Medical Incident,"(37.78600482662267, -122.39507725880982)"
9338,Medical Incident,"(37.77772634147124, -122.40960598233559)"
9339,Medical Incident,"(37.79267991365992, -122.4329175767133)"
9340,Medical Incident,"(37.76441225323529, -122.47926339025658)"
9341,Medical Incident,"(37.76813267383432, -122.43745437280572)"
9342,Medical Incident,"(37.7980449492818, -122.3963670843851)"
9343,Structure Fire,"(37.7860598457137, -122.41464359285713)"
9344,Citizen Assist / Service Call,"(37.71228275045077, -122.40652859938294)"
9345,Medical Incident,"(37.786117211837905, -122.4198542456919)"
9346,Alarms,"(37.76558714517996, -122.42429764535736)"
9347,Medical Incident,"(37.740757491949594, -122.50674351100761)"
9348,Structure Fire,"(37.778251016462264, -122.41988323163886)"
9349,Medical Incident,"(37.79335909914906, -122.39878164843272)"
9350,Medical Incident,"(37.7854330360145, -122.41963899047438)"
9351,Medical Incident,"(37.71225109320776, -122.3945464280317)"
9352,Water Rescue,"(37.80516256556238, -122.43295744051808)"
9353,Alarms,"(37.78741965246958, -122.39277601199967)"
9354,Medical Incident,"(37.786117211837905, -122.4198542456919)"
9355,Traffic Collision,"(37.711655035820144, -122.41508054615261)"
9356,Traffic Collision,"(37.810520722520614, -122.36513827228869)"
9357,Medical Incident,"(37.7833263288474, -122.44032487615966)"
9358,Other,"(37.767191551371724, -122.43122179729654)"
9359,Medical Incident,"(37.731819888971835, -122.40541209173365)"
9360,Medical Incident,"(37.80210989239403, -122.42982946811516)"
9361,Medical Incident,"(37.730606104719634, -122.38829225931282)"
9362,Medical Incident,"(37.7778101517233, -122.43027015444363)"
9363,Medical Incident,"(37.71340778463554, -122.46355845115284)"
9364,Medical Incident,"(37.77588508583154, -122.43036534649241)"
9365,Medical Incident,"(37.7854330360145, -122.41963899047438)"
9366,Medical Incident,"(37.78552673913388, -122.4113010320761)"
9367,Medical Incident,"(37.76441225323529, -122.47926339025658)"
9368,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9369,Medical Incident,"(37.78351007154212, -122.40539549393928)"
9370,Medical Incident,"(37.71813378962811, -122.38548339317283)"
9371,Medical Incident,"(37.766063061515105, -122.42992612298954)"
9372,Medical Incident,"(37.77737697448356, -122.4813828296152)"
9373,Traffic Collision,"(37.731819888971835, -122.40541209173365)"
9374,Medical Incident,"(37.77680418611211, -122.43902158294614)"
9375,Medical Incident,"(37.7487664800327, -122.4067577771706)"
9376,Medical Incident,"(37.74914843600616, -122.38596416865745)"
9377,Medical Incident,"(37.761234222906886, -122.40819433028808)"
9378,Medical Incident,"(37.732678123090224, -122.40582138690971)"
9379,Medical Incident,"(37.80780311751144, -122.4190860680992)"
9380,Medical Incident,"(37.78191397441793, -122.41303219395635)"
9381,Vehicle Fire,"(37.799497734922234, -122.44267864919733)"
9382,Medical Incident,"(37.78191397441793, -122.41303219395635)"
9383,Medical Incident,"(37.783834437414136, -122.4129305220591)"
9384,Medical Incident,"(37.749844622082584, -122.41814258328276)"
9385,Medical Incident,"(37.79335909914906, -122.39878164843272)"
9386,Medical Incident,"(37.77126742394572, -122.43704561102948)"
9387,Traffic Collision,"(37.810520722520614, -122.36513827228869)"
9388,Medical Incident,"(37.77585485878332, -122.44561441500674)"
9389,Medical Incident,"(37.76974504708071, -122.44518373459094)"
9390,Medical Incident,"(37.79346692745993, -122.41957912481243)"
9391,Medical Incident,"(37.71645954729607, -122.44101956015619)"
9392,Structure Fire,"(37.785061737121815, -122.42643012772973)"
9393,Medical Incident,"(37.752197646564134, -122.39747771104071)"
9394,Structure Fire,"(37.779666042606245, -122.41371122073035)"
9395,Outside Fire,"(37.79002959568828, -122.39258389903084)"
9396,Medical Incident,"(37.80447272131205, -122.41556263594715)"
9397,Medical Incident,"(37.786409613771546, -122.4080362362708)"
9398,Medical Incident,"(37.77609673484532, -122.4085642977398)"
9399,Medical Incident,"(37.77668840697114, -122.42637948912456)"
9400,Traffic Collision,"(37.76464568902175, -122.42638170849467)"
9401,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9402,Medical Incident,"(37.71258730129646, -122.41354285042661)"
9403,Medical Incident,"(37.77745741994847, -122.41315769157707)"
9404,Medical Incident,"(37.73422792590066, -122.44738307999627)"
9405,Medical Incident,"(37.78892245631014, -122.40163270094851)"
9406,Traffic Collision,"(37.810520722520614, -122.36513827228869)"
9407,Medical Incident,"(37.782290619657076, -122.44011945631951)"
9408,Medical Incident,"(37.731433495159344, -122.45228046158904)"
9409,Medical Incident,"(37.788989027800646, -122.39224174948913)"
9410,Medical Incident,"(37.75562144649667, -122.39576262701155)"
9411,Citizen Assist / Service Call,"(37.76303087115498, -122.4262284796962)"
9412,Water Rescue,"(37.7915253713789, -122.483480228628)"
9413,Medical Incident,"(37.7732594685752, -122.51003695602594)"
9414,Medical Incident,"(37.748314514695466, -122.48358178967231)"
9415,Medical Incident,"(37.787517876523566, -122.4074192881965)"
9416,Medical Incident,"(37.733327601454285, -122.4307162314434)"
9417,Medical Incident,"(37.78153743312166, -122.4095183414163)"
9418,Medical Incident,"(37.76960259732622, -122.42630943928587)"
9419,Medical Incident,"(37.75796959799367, -122.41672705336742)"
9420,Medical Incident,"(37.786117211837905, -122.4198542456919)"
9421,Structure Fire,"(37.7860598457137, -122.41464359285713)"
9422,Medical Incident,"(37.76177683437902, -122.43515167277485)"
9423,Medical Incident,"(37.782900694043285, -122.48608609142353)"
9424,Medical Incident,"(37.799874096150226, -122.41328467162523)"
9425,Medical Incident,"(37.76930363659742, -122.44261080627477)"
9426,Medical Incident,"(37.7842993825154, -122.41014131985163)"
9427,Medical Incident,"(37.76063768316806, -122.42584369698614)"
9428,Medical Incident,"(37.71543100274268, -122.44295092436296)"
9429,Medical Incident,"(37.784807409256345, -122.40947169091669)"
9430,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9431,Medical Incident,"(37.720457745745186, -122.43703098791046)"
9432,Medical Incident,"(37.7501183410943, -122.39043303882671)"
9433,Traffic Collision,"(37.77967358611933, -122.42354130684643)"
9434,Medical Incident,"(37.71901186767855, -122.48045074945877)"
9435,Structure Fire,"(37.733117547930775, -122.4576410029956)"
9436,Medical Incident,"(37.75562144649667, -122.39576262701155)"
9437,Medical Incident,"(37.756363300116085, -122.41671210080577)"
9438,Medical Incident,"(37.792999950618345, -122.42370548871199)"
9439,Smoke Investigation (Outside),"(37.76571899357405, -122.40952069115265)"
9440,Medical Incident,"(37.77667244903114, -122.39455737062357)"
9441,Medical Incident,"(37.790069767129, -122.4001731757253)"
9442,Medical Incident,"(37.746175715698776, -122.44601317384225)"
9443,Medical Incident,"(37.71456719934193, -122.44266152459394)"
9444,Medical Incident,"(37.78499964266719, -122.42109228187917)"
9445,Traffic Collision,"(37.810520722520614, -122.36513827228869)"
9446,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9447,Alarms,"(37.78274397076997, -122.4148848127809)"
9448,Medical Incident,"(37.78820802019252, -122.41844383598915)"
9449,Medical Incident,"(37.77745741994847, -122.41315769157707)"
9450,Alarms,"(37.776269506616586, -122.41725760506962)"
9451,Medical Incident,"(37.771332742921246, -122.42944838367903)"
9452,Medical Incident,"(37.78113616052921, -122.41202407555724)"
9453,Medical Incident,"(37.78176159407453, -122.41105817541424)"
9454,Medical Incident,"(37.78666249546189, -122.42916821573357)"
9455,Medical Incident,"(37.785942726545485, -122.41890255760904)"
9456,Medical Incident,"(37.78196064928897, -122.40222409530253)"
9457,Medical Incident,"(37.78666249546189, -122.42916821573357)"
9458,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9459,Medical Incident,"(37.7838241173643, -122.42100836000661)"
9460,Medical Incident,"(37.78431101170062, -122.39516062307773)"
9461,Structure Fire,"(37.733117547930775, -122.4576410029956)"
9462,Medical Incident,"(37.754065277216476, -122.42156631912589)"
9463,Medical Incident,"(37.777712440431586, -122.41273670742505)"
9464,Structure Fire,"(37.785061737121815, -122.42643012772973)"
9465,Medical Incident,"(37.78065582690504, -122.4723122549384)"
9466,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9467,Medical Incident,"(37.787517876523566, -122.4074192881965)"
9468,Medical Incident,"(37.79233318649594, -122.42188446704108)"
9469,Medical Incident,"(37.734591007984015, -122.3869060448059)"
9470,Medical Incident,"(37.78065582690504, -122.4723122549384)"
9471,Alarms,"(37.78741965246958, -122.39277601199967)"
9472,Alarms,"(37.78741965246958, -122.39277601199967)"
9473,Water Rescue,"(37.80516256556238, -122.43295744051808)"
9474,Medical Incident,"(37.78325366116713, -122.39970117216926)"
9475,Medical Incident,"(37.734905034284886, -122.38630422096774)"
9476,Medical Incident,"(37.78820802019252, -122.41844383598915)"
9477,Alarms,"(37.784091036175454, -122.41178436945478)"
9478,Medical Incident,"(37.72964281131419, -122.39235861317303)"
9479,Structure Fire,"(37.77646430625282, -122.42626334490159)"
9480,Medical Incident,"(37.76058279779569, -122.50109964230542)"
9481,Medical Incident,"(37.71340778463554, -122.46355845115284)"
9482,Medical Incident,"(37.78196064928897, -122.40222409530253)"
9483,Medical Incident,"(37.748314514695466, -122.48358178967231)"
9484,Medical Incident,"(37.79489493639792, -122.42998927771487)"
9485,Medical Incident,"(37.740710694954174, -122.48627949338731)"
9486,Medical Incident,"(37.789044685485024, -122.4245911000674)"
9487,Medical Incident,"(37.78575147350723, -122.40952196037355)"
9488,Medical Incident,"(37.749844622082584, -122.41814258328276)"
9489,Medical Incident,"(37.77680493552191, -122.41243633287964)"
9490,Medical Incident,"(37.783991485761376, -122.4080665478042)"
9491,Medical Incident,"(37.71986847521028, -122.39090480126804)"
9492,Medical Incident,"(37.7833263288474, -122.44032487615966)"
9493,Medical Incident,"(37.76177683437902, -122.43515167277485)"
9494,Medical Incident,"(37.77655012066667, -122.43302850122072)"
9495,Medical Incident,"(37.73795539674021, -122.38958738017858)"
9496,Medical Incident,"(37.783386237938174, -122.40985372994119)"
9497,Medical Incident,"(37.72381993596645, -122.42841968683707)"
9498,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9499,Medical Incident,"(37.784091036175454, -122.41178436945478)"
9500,Alarms,"(37.75729278101006, -122.39577189706182)"
9501,Medical Incident,"(37.71751456540236, -122.44935906818345)"
9502,Medical Incident,"(37.76972086304567, -122.4179492178342)"
9503,Medical Incident,"(37.77585485878332, -122.44561441500674)"
9504,Medical Incident,"(37.78351007154212, -122.40539549393928)"
9505,Medical Incident,"(37.76367372258583, -122.41023493358988)"
9506,Medical Incident,"(37.78191397441793, -122.41303219395635)"
9507,Medical Incident,"(37.78092668525862, -122.41087042413737)"
9508,Alarms,"(37.7883245687, -122.39391134614485)"
9509,Alarms,"(37.79342018032697, -122.40938868300002)"
9510,Citizen Assist / Service Call,"(37.78316342713403, -122.41159927893747)"
9511,Medical Incident,"(37.780036110279944, -122.41678952429797)"
9512,Medical Incident,"(37.77762423892872, -122.39998111124002)"
9513,Medical Incident,"(37.7732594685752, -122.51003695602594)"
9514,Medical Incident,"(37.777712440431586, -122.41273670742505)"
9515,Medical Incident,"(37.78491618436334, -122.41195004222199)"
9516,Medical Incident,"(37.766063061515105, -122.42992612298954)"
9517,Medical Incident,"(37.79677684234324, -122.40068133731393)"
9518,Medical Incident,"(37.73408651435505, -122.43406609469773)"
9519,Medical Incident,"(37.77210825818018, -122.43043392026343)"
9520,Medical Incident,"(37.7224652192127, -122.43646816421725)"
9521,Medical Incident,"(37.77762423892872, -122.39998111124002)"
9522,Medical Incident,"(37.732678123090224, -122.40582138690971)"
9523,Medical Incident,"(37.740757491949594, -122.50674351100761)"
9524,Medical Incident,"(37.761234222906886, -122.40819433028808)"
9525,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9526,Medical Incident,"(37.716673117080816, -122.47417368537226)"
9527,Medical Incident,"(37.774509381035436, -122.44868668204373)"
9528,Medical Incident,"(37.78114586125961, -122.40902604651616)"
9529,Medical Incident,"(37.719059825602756, -122.38465573055352)"
9530,Alarms,"(37.76632253162096, -122.4247238704242)"
9531,Medical Incident,"(37.78244403834035, -122.42057454560377)"
9532,Alarms,"(37.780866210566536, -122.42880323800537)"
9533,Medical Incident,"(37.78127214712874, -122.42554932846198)"
9534,Water Rescue,"(37.7915253713789, -122.483480228628)"
9535,Medical Incident,"(37.80210989239403, -122.42982946811516)"
9536,Medical Incident,"(37.76960259732622, -122.42630943928587)"
9537,Medical Incident,"(37.77931170743457, -122.39784956122985)"
9538,Medical Incident,"(37.75300403139247, -122.40633624058681)"
9539,Medical Incident,"(37.800874692335874, -122.426979094147)"
9540,Medical Incident,"(37.790069767129, -122.4001731757253)"
9541,Alarms,"(37.79342018032697, -122.40938868300002)"
9542,Medical Incident,"(37.7832678121935, -122.41407933670048)"
9543,Traffic Collision,"(37.810520722520614, -122.36513827228869)"
9544,Medical Incident,"(37.747195488751174, -122.48773209669925)"
9545,Gas Leak (Natural and LP Gases),"(37.76960259732622, -122.42630943928587)"
9546,Medical Incident,"(37.77210825818018, -122.43043392026343)"
9547,Medical Incident,"(37.78906690349349, -122.39233937975874)"
9548,Medical Incident,"(37.78447874397072, -122.40426687250122)"
9549,Alarms,"(37.79342018032697, -122.40938868300002)"
9550,Medical Incident,"(37.79391980422441, -122.44154828494132)"
9551,Traffic Collision,"(37.78677894867921, -122.3982569633175)"
9552,Medical Incident,"(37.78366898472847, -122.41092656213232)"
9553,Citizen Assist / Service Call,"(37.78965295348917, -122.40479249811432)"
9554,Medical Incident,"(37.737372205979604, -122.46993986160591)"
9555,Medical Incident,"(37.780347549238506, -122.40648796780864)"
9556,Smoke Investigation (Outside),"(37.74404593056336, -122.3903279420338)"
9557,Medical Incident,"(37.777092184286786, -122.41050575403462)"
9558,Medical Incident,"(37.79774954084949, -122.4153841053698)"
9559,Medical Incident,"(37.79984295027233, -122.43604617398064)"
9560,Medical Incident,"(37.79267991365992, -122.4329175767133)"
9561,Outside Fire,"(37.760801686170424, -122.4355523368851)"
9562,Medical Incident,"(37.79984295027233, -122.43604617398064)"
9563,Medical Incident,"(37.77762423892872, -122.39998111124002)"
9564,Vehicle Fire,"(37.760626724314115, -122.43933681173453)"
9565,Medical Incident,"(37.719457343515145, -122.39824280767944)"
9566,Medical Incident,"(37.77533039283322, -122.3949996377912)"
9567,Medical Incident,"(37.794647882892306, -122.40490444784115)"
9568,Medical Incident,"(37.76831480085024, -122.427682264817)"
9569,Medical Incident,"(37.79346692745993, -122.41957912481243)"
9570,Traffic Collision,"(37.711655035820144, -122.41508054615261)"
9571,Medical Incident,"(37.78114586125961, -122.40902604651616)"
9572,Medical Incident,"(37.78153743312166, -122.4095183414163)"
9573,Medical Incident,"(37.7854330360145, -122.41963899047438)"
9574,Alarms,"(37.784091036175454, -122.41178436945478)"
9575,Medical Incident,"(37.7777990101501, -122.40029776053011)"
9576,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9577,Medical Incident,"(37.78876832856105, -122.40843000617386)"
9578,Medical Incident,"(37.72198241258768, -122.43136006789189)"
9579,Medical Incident,"(37.76418194637122, -122.42057572093287)"
9580,Medical Incident,"(37.78368633850816, -122.41078988533374)"
9581,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9582,Medical Incident,"(37.727526799451134, -122.38965011121223)"
9583,Medical Incident,"(37.762710731156275, -122.41827938890022)"
9584,Medical Incident,"(37.7501183410943, -122.39043303882671)"
9585,Medical Incident,"(37.782468416222855, -122.44859058857423)"
9586,Structure Fire,"(37.726925680431506, -122.43096518754949)"
9587,Alarms,"(37.76632253162096, -122.4247238704242)"
9588,Medical Incident,"(37.76972086304567, -122.4179492178342)"
9589,Outside Fire,"(37.79002959568828, -122.39258389903084)"
9590,Medical Incident,"(37.733327601454285, -122.4307162314434)"
9591,Medical Incident,"(37.79984295027233, -122.43604617398064)"
9592,Medical Incident,"(37.75796959799367, -122.41672705336742)"
9593,Other,"(37.75250606623212, -122.41408603242293)"
9594,Medical Incident,"(37.76450857809236, -122.47711251735721)"
9595,Medical Incident,"(37.76960259732622, -122.42630943928587)"
9596,Medical Incident,"(37.7838241173643, -122.42100836000661)"
9597,Medical Incident,"(37.72683564433727, -122.4235387403923)"
9598,Medical Incident,"(37.73812753715507, -122.42406354410078)"
9599,Medical Incident,"(37.784091036175454, -122.41178436945478)"
9600,Medical Incident,"(37.73672967956207, -122.42485038837573)"
9601,Traffic Collision,"(37.76174715165439, -122.4759240913661)"
9602,Medical Incident,"(37.7153528455361, -122.44285374571707)"
9603,Medical Incident,"(37.752197646564134, -122.39747771104071)"
9604,Water Rescue,"(37.7915253713789, -122.483480228628)"
9605,Medical Incident,"(37.75563410924986, -122.41547327609851)"
9606,Medical Incident,"(37.734905034284886, -122.38630422096774)"
9607,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9608,Alarms,"(37.780866210566536, -122.42880323800537)"
9609,Elevator / Escalator Rescue,"(37.78990913469068, -122.40697588777554)"
9610,Medical Incident,"(37.790069767129, -122.4001731757253)"
9611,Medical Incident,"(37.79774954084949, -122.4153841053698)"
9612,Medical Incident,"(37.783991485761376, -122.4080665478042)"
9613,Traffic Collision,"(37.711655035820144, -122.41508054615261)"
9614,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9615,Water Rescue,"(37.80516256556238, -122.43295744051808)"
9616,Medical Incident,"(37.756363300116085, -122.41671210080577)"
9617,Medical Incident,"(37.72198241258768, -122.43136006789189)"
9618,Medical Incident,"(37.7835699386918, -122.40842111692214)"
9619,Medical Incident,"(37.806657732383314, -122.42055996518519)"
9620,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9621,Medical Incident,"(37.77667244903114, -122.39455737062357)"
9622,Medical Incident,"(37.78708178866631, -122.4258678201407)"
9623,Medical Incident,"(37.78600482662267, -122.39507725880982)"
9624,Medical Incident,"(37.78563178108802, -122.41378261249152)"
9625,Traffic Collision,"(37.810520722520614, -122.36513827228869)"
9626,Medical Incident,"(37.73166399683937, -122.38316735998035)"
9627,Medical Incident,"(37.7898667563619, -122.42240245458235)"
9628,Medical Incident,"(37.764138161686354, -122.40257236861255)"
9629,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9630,Medical Incident,"(37.72381993596645, -122.42841968683707)"
9631,Medical Incident,"(37.76746938208619, -122.4199723589106)"
9632,Traffic Collision,"(37.711655035820144, -122.41508054615261)"
9633,Medical Incident,"(37.78708178866631, -122.4258678201407)"
9634,Traffic Collision,"(37.711655035820144, -122.41508054615261)"
9635,Medical Incident,"(37.786117211837905, -122.4198542456919)"
9636,Water Rescue,"(37.80516256556238, -122.43295744051808)"
9637,Medical Incident,"(37.78114586125961, -122.40902604651616)"
9638,Water Rescue,"(37.80516256556238, -122.43295744051808)"
9639,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9640,Medical Incident,"(37.78988335136743, -122.41801242278349)"
9641,Medical Incident,"(37.76571899357405, -122.40952069115265)"
9642,Medical Incident,"(37.7832678121935, -122.41407933670048)"
9643,Structure Fire,"(37.7860598457137, -122.41464359285713)"
9644,Medical Incident,"(37.73812753715507, -122.42406354410078)"
9645,Medical Incident,"(37.736629459811596, -122.39142369330048)"
9646,Medical Incident,"(37.77737697448356, -122.4813828296152)"
9647,Medical Incident,"(37.737372205979604, -122.46993986160591)"
9648,Medical Incident,"(37.76127729877612, -122.4294690689181)"
9649,Structure Fire,"(37.733117547930775, -122.4576410029956)"
9650,Medical Incident,"(37.769506585733986, -122.45129893007717)"
9651,Medical Incident,"(37.7835699386918, -122.40842111692214)"
9652,Medical Incident,"(37.78480738867744, -122.41361543826261)"
9653,Medical Incident,"(37.80764239434527, -122.41990359827876)"
9654,Medical Incident,"(37.77995613136864, -122.4664265905931)"
9655,Other,"(37.73509219351015, -122.44895992535704)"
9656,Medical Incident,"(37.785942726545485, -122.41890255760904)"
9657,Traffic Collision,"(37.73402651675613, -122.43283747265889)"
9658,Medical Incident,"(37.78191397441793, -122.41303219395635)"
9659,Medical Incident,"(37.79010806172639, -122.420522075876)"
9660,Medical Incident,"(37.7804785121736, -122.41251225721864)"
9661,Medical Incident,"(37.76450857809236, -122.47711251735721)"
9662,Medical Incident,"(37.7832678121935, -122.41407933670048)"
9663,Medical Incident,"(37.73040265701132, -122.42030672341701)"
9664,Medical Incident,"(37.76009705964726, -122.46274782662536)"
9665,Medical Incident,"(37.77638421917085, -122.42126038853095)"
9666,Medical Incident,"(37.7748701729732, -122.39441707175159)"
9667,Medical Incident,"(37.78781815577055, -122.40838259859991)"
9668,Alarms,"(37.7883245687, -122.39391134614485)"
9669,Medical Incident,"(37.75562144649667, -122.39576262701155)"
9670,Medical Incident,"(37.78009258166089, -122.48473226133927)"
9671,Medical Incident,"(37.791834627188145, -122.41081753529559)"
9672,Medical Incident,"(37.75142522120634, -122.43298834001564)"
9673,Medical Incident,"(37.76995696215753, -122.44776729126121)"
9674,Alarms,"(37.79348808465746, -122.39820596475093)"
9675,Medical Incident,"(37.77762423892872, -122.39998111124002)"
9676,Medical Incident,"(37.796829128613965, -122.43796951267521)"
9677,Alarms,"(37.78274397076997, -122.4148848127809)"
9678,Medical Incident,"(37.7832678121935, -122.41407933670048)"
9679,Medical Incident,"(37.785117990471164, -122.41873546099792)"
9680,Citizen Assist / Service Call,"(37.78667901464242, -122.41399503453088)"
9681,Medical Incident,"(37.76512491854084, -122.43088482308008)"
9682,Medical Incident,"(37.75562144649667, -122.39576262701155)"
9683,Medical Incident,"(37.792999950618345, -122.42370548871199)"
9684,Alarms,"(37.76632253162096, -122.4247238704242)"
9685,Medical Incident,"(37.74869632837941, -122.41583974245782)"
9686,Medical Incident,"(37.78294352358201, -122.41998844130423)"
9687,Medical Incident,"(37.762710731156275, -122.41827938890022)"
9688,Medical Incident,"(37.76719155112127, -122.43122179741505)"
9689,Medical Incident,"(37.779568247485926, -122.47495076110266)"
9690,Medical Incident,"(37.73408651435505, -122.43406609469773)"
9691,Medical Incident,"(37.761413128114725, -122.42722053373112)"
9692,Medical Incident,"(37.79489493639792, -122.42998927771487)"
9693,Medical Incident,"(37.733327601454285, -122.4307162314434)"
9694,Medical Incident,"(37.76418194637122, -122.42057572093287)"
9695,Medical Incident,"(37.761513913312704, -122.42555596887412)"
9696,Medical Incident,"(37.73422792590066, -122.44738307999627)"
9697,Medical Incident,"(37.786117211837905, -122.4198542456919)"
9698,Medical Incident,"(37.76338901117014, -122.47979789098665)"
9699,Medical Incident,"(37.75796959799367, -122.41672705336742)"
9700,Medical Incident,"(37.76441225323529, -122.47926339025658)"
9701,Medical Incident,"(37.80447272131205, -122.41556263594715)"
9702,Structure Fire,"(37.7860598457137, -122.41464359285713)"
9703,Medical Incident,"(37.764138161686354, -122.40257236861255)"
9704,Medical Incident,"(37.789044685485024, -122.4245911000674)"
9705,Medical Incident,"(37.73795578379755, -122.4219128208829)"
9706,Medical Incident,"(37.786827525865796, -122.41992794917442)"
9707,Medical Incident,"(37.7777990101501, -122.40029776053011)"
9708,Medical Incident,"(37.7791298669797, -122.416605894296)"
9709,Medical Incident,"(37.766374073924005, -122.45294703353493)"
9710,Traffic Collision,"(37.76464568902175, -122.42638170849467)"
9711,Alarms,"(37.76632253162096, -122.4247238704242)"
9712,Medical Incident,"(37.76127729877612, -122.4294690689181)"
9713,Medical Incident,"(37.800874692335874, -122.426979094147)"
9714,Medical Incident,"(37.80764239434527, -122.41990359827876)"
9715,Medical Incident,"(37.72848944263902, -122.42999537572818)"
9716,Medical Incident,"(37.79370939719048, -122.4212487811089)"
9717,Medical Incident,"(37.78708178866631, -122.4258678201407)"
9718,Medical Incident,"(37.716228226778604, -122.43260043526625)"
9719,Medical Incident,"(37.77745741994847, -122.41315769157707)"
9720,Medical Incident,"(37.7838241173643, -122.42100836000661)"
9721,Medical Incident,"(37.77667244903114, -122.39455737062357)"
9722,Medical Incident,"(37.77166873964615, -122.44895799301615)"
9723,Alarms,"(37.75729278101006, -122.39577189706182)"
9724,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9725,Structure Fire,"(37.7860598457137, -122.41464359285713)"
9726,Medical Incident,"(37.78065582690504, -122.4723122549384)"
9727,Other,"(37.766783888418644, -122.4322284571081)"
9728,Medical Incident,"(37.78718056428673, -122.42421433781833)"
9729,Medical Incident,"(37.72848944263902, -122.42999537572818)"
9730,Medical Incident,"(37.71226466642348, -122.47293243797152)"
